31.3987 24.9653 28.7758 28.0515 29.2066 27.7721 37.1089 28.8364 30.3375 32.244 37.5035 26.5441 36.0212 28.4489 36.3764 29.9429 38.1711 28.0999 30.2058 32.966 38.7074 32.1641 38.023 39.0665 32.1428 36.4759 31.9306 30.5072 33.0331 35.117 30.748 37.887 31.35 35.4752 38.285 38.033 41.6004 32.7202 43.2126 40.1186 44.5204 41.8285 38.7962 40.0053 35.3026 38.6383 38.795 46.2453 37.346 40.4335 35.7605 38.2306 42.7972 45.1616 46.5 47.8927 39.6977 47.7654 46.5461 44.9522
31.8423 33.3021 32.3712 30.4253 31.1032 27.9209 28.0685 31.6294 30.8263 31.6236 31.6596 28.9334 28.4097 30.999 32.7143 31.1408 34.8166 31.4493 38.534 36.0718 39.5278 37.4857 38.5054 36.7237 41.7028 38.9689 34.8491 32.8099 41.126 33.7559 36.3514 33.0182 32.937 38.9925 38.0194 39.337 44.1277 37.2854 39.6778 34.8823 39.1971 38.6173 42.2168 38.776 45.8156 35.7799 38.4099 44.949 39.094 46.217 45.3056 40.7793 43.6028 42.1233 38.6905 42.7685 39.8767 45.9186 41.1792 44.3473
28.1121 36.3293 29.4486 36.2299 36.3084 27.1836 33.3193 30.7454 27.2486 35.6898 28.3023 34.4149 36.1121 32.1317 38.5204 31.5615 30.0991 35.5261 34.4978 33.9079 41.7105 40.1728 40.6953 36.2342 32.534 40.753 43.6766 40.6874 32.3973 37.5158 44.2263 34.2962 33.8502 41.4931 37.198 38.8984 42.4324 45.5173 45.8172 45.8344 39.4513 41.1374 42.3521 38.8468 41.1352 47.2166 38.3026 49.9033 46.9802 49.8109 43.6625 42.2603 49.1265 47.7338 46.039 46.8042 52.0079 43.246 46.1068 45.1586
33.8521 29.3957 31.5708 31.1028 25.3776 31.4809 36.1373 32.8189 37.5624 31.6066 35.3645 34.9452 38.5599 36.8803 38.5829 31.8456 32.358 31.984 35.6291 35.851 30.4303 35.6409 33.5137 34.9342 35.8212 35.5492 36.5261 35.8597 35.5282 42.8287 40.8326 39.7685 39.1554 43.7347 36.4371 43.822 39.3814 41.5543 39.4323 36.2012 40.5088 38.638 39.1037 41.9803 42.6664 43.1847 39.2537 42.7773 43.7083 46.995 42.2052 44.2995 42.6413 46.78 46.5499 42.4782 46.4594 43.2089 51.5067 41.9907
30.2515 28.6556 36.289 26.3907 35.7298 35.9366 36.1815 27.9742 28.5137 33.1142 29.3176 32.0442 32.9692 28.5075 29.2677 32.7244 28.3996 36.7392 32.2871 35.1907 35.4984 37.4741 40.326 36.2792 37.6541 32.5134 41.6646 35.9484 38.3093 43.6869 36.7905 33.3523 44.1691 44.3983 34.6876 39.4783 34.8033 40.2907 34.9513 36.0383 45.3628 39.1979 41.2338 44.9372 37.8962 41.6066 37.2036 45.4698 36.9451 44.4959 42.7153 47.9713 48.4778 45.3876 49.0176 49.043 45.3036 39.4619 46.9561 44.7084
28.4257 26.9938 26.9668 30.847 35.515 34.0646 33.1163 27.1808 37.2714 36.2559 29.6748 36.6051 35.1412 39.0806 36.7262 39.4162 32.78 35.5054 33.4954 37.0514 34.0591 31.4759 39.7085 32.1267 32.2649 37.7158 33.4 41.8694 43.5012 37.201 37.9621 37.0262 38.7755 39.9923 43.3845 41.2662 44.3841 42.2948 46.3428 42.4979 36.4419 37.5313 42.5587 47.3838 43.5715 40.6887 39.4836 38.767 47.4946 45.1023 43.0655 46.9664 47.4131 41.3982 50.551 46.5232 46.3846 41.8187 51.2098 45.7781
28.1599 24.2887 25.8051 34.9801 25.1347 26.7568 27.3727 36.4123 36.1388 27.7068 32.488 29.0913 35.0191 37.6617 38.9191 33.9834 30.377 38.9289 33.2863 31.8917 35.2023 36.0958 33.6072 35.8679 31.6366 36.8904 39.9256 42.284 35.0377 35.9753 36.2941 32.4061 42.6208 32.1441 36.9628 33.879 43.0449 43.1852 43.2838 40.9377 40.6858 40.5853 36.5493 43.4101 42.3284 45.0991 41.7388 35.5322 44.2607 40.6304 38.4283 38.0402 39.6954 43.7154 42.6318 40.6647 48.4025 46.2154 39.5707 42.8827
29.6489 33.096 35.7914 36.134 35.4777 31.3674 28.5086 26.3133 29.4857 28.9099 31.5858 33.4674 31.8387 31.5545 39.1221 34.5039 35.65 29.7436 32.0648 31.2191 39.18 35.8005 30.3469 39.7763 36.7882 40.3763 38.5427 38.6562 38.2074 40.3655 41.8373 42.4142 35.2894 43.908 34.6427 41.4042 45.9559 36.3065 46.134 34.9716 46.2074 41.103 36.7349 42.6702 40.2554 43.5537 38.9576 44.2462 43.5323 43.1027 43.5932 45.8035 48.1441 50.2292 40.7608 42.3952 46.3509 41.5778 41.707 50.3943
32.4244 27.8671 26.9347 34.6701 36.8598 33.8218 29.6387 25.8155 34.3915 36.803 26.9604 31.2711 32.4836 34.3538 32.6433 32.7952 34.9383 29.456 36.6924 33.4479 35.1411 40.266 31.8118 39.9387 40.4465 40.4979 31.3181 34.464 31.8126 33.8859 33.7691 34.188 33.546 38.9841 39.9811 41.696 40.8359 43.3476 41.5864 32.6978 40.0943 40.2708 38.6587 37.0113 38.2539 38.667 41.6678 37.9471 35.2142 38.9392 43.0888 46.9445 36.074 45.9129 46.2889 42.4874 37.351 39.49 40.7561 45.9159
35.6912 33.701 32.233 35.7342 32.7592 36.0698 35.5339 26.6311 27.1744 31.7971 30.7375 28.4921 32.0661 36.3311 29.6023 30.2763 37.9305 31.584 39.6758 35.179 35.8934 36.029 36.002 32.6884 30.8433 36.7226 34.1996 39.5759 40.2991 36.3201 35.1436 32.7044 32.7596 40.9869 38.6747 35.7537 42.0597 37.7087 40.976 38.3483 38.4583 39.5917 44.5658 33.7602 33.6406 43.104 43.6899 34.16 36.4578 36.0082 38.1217 36.7297 35.7692 44.3307 38.1539 40.2806 36.3232 44.2678 41.5968 37.5447
