29.706414035087718,30.24918947368421,30.148277192982462,28.925619298245614,29.437612280701753,29.283238596491227,29.13342105263158,29.232642105263157,28.4927,28.879156140350876,28.72781403508771,28.19558070175438,28.076938596491225,27.93026140350877,27.785754385964907,27.555887719298237,27.73647192982456,27.102508771929823,27.9788350877193,28.283800000000014,27.443836842105267,24.416448947368423,23.610818070175434,24.38839315789473,22.62569894736842,21.50876894736842,21.78059192982456,21.074225964912287,20.177895263157897,19.792328947368418,18.333609298245616,17.69147859649123,17.191407192982464,15.872537894736844,14.989627192982457,15.189258245614031,14.84937192982456,14.434321578947369,14.952181403508773,15.647295263157897,15.653727719298248,14.683136315789472,15.20479456140351,16.026648245614034,14.379420701754384,14.634554912280706,13.684608771929822,13.761138771929826,14.695036315789473,14.422682631578951,15.097093508771927,14.770895087719294,13.778436140350879,13.692114736842104,13.512369649122803,12.973856491228071,13.565556666666668,13.450749473684207,13.221521578947367,13.346735263157896
27.6792,33.5059,23.5936,29.5401,31.2456,31.7891,29.9296,27.1186,32.8661,28.0952,20.9018,28.2636,25.396,27.6674,23.3225,23.4474,23.2294,23.878,25.6356,27.3443,24.2763,23.5404,23.8112,20.8636,16.9069,21.5761,14.6181,14.948,18.6867,24.682,22.3914,13.9003,19.4409,13.0709,10.7505,10.9764,20.0395,12.1304,18.0864,10.6113,15.3643,18.6756,19.3187,17.4772,16.5993,13.8059,9.15697,10.8103,9.42373,11.6022,13.9429,12.6735,15.4575,14.6864,9.88177,3.85724,9.13941,6.37396,8.2564,12.6818
27.7578,33.8585,29.8791,25.174,32.2736,32.3538,25.1131,26.7547,22.7785,27.211,24.2513,24.4931,28.6476,26.5064,21.3078,23.732,29.5826,25.7328,27.46,28.0561,17.7958,21.3032,20.0078,19.4361,22.9873,27.3676,25.7905,16.3252,23.785,24.1219,25.072,20.5722,24.2868,24.4966,17.7039,18.9709,14.8075,18.94,21.8191,18.7764,23.2728,21.2833,21.9683,18.2793,12.4645,11.5044,9.97505,12.097,10.0542,10.4058,15.0961,16.5089,10.0287,9.82647,14.0621,9.92844,8.38661,17.4754,14.6836,14.5034
29.3563,26.7933,25.5746,34.6341,25.8835,32.0768,22.9042,24.8517,22.3445,30.1753,29.722,29.2022,21.9685,23.865,30.3951,26.2446,23.3496,28.0351,26.4431,23.2727,23.2027,26.8402,16.1719,22.6454,16.5949,22.6252,23.8802,19.9133,22.1216,22.0799,16.5545,14.5666,21.0823,15.6462,21.3005,20.2431,18.612,12.2266,16.7062,19.1157,19.5694,16.7574,19.6704,15.7692,18.8316,12.6974,13.1019,14.9506,15.3974,17.4867,15.6856,6.29821,5.54926,8.29992,11.3197,9.07585,12.6079,14.7806,3.32389,7.31245
31.9397,35.034,35.2023,30.2105,31.8701,23.5388,28.7568,26.2606,33.21,26.2392,25.6048,28.5908,23.2601,28.5012,29.2993,21.2353,23.7193,25.7755,22.2607,24.2706,18.194,25.9774,26.3191,21.9897,18.7708,19.7411,18.9782,23.0857,25.3457,19.6988,15.6268,20.0828,22.489,23.2607,20.2555,18.3583,20.2349,12.082,22.5465,22.3164,18.8408,11.1547,20.6449,16.7026,12.2091,19.8815,18.8601,11.1097,18.311,18.5734,15.7037,17.2018,10.6456,7.11417,15.7355,14.6777,15.8328,14.5117,8.43656,16.156
32.3704,28.0604,30.5322,24.6215,25.6656,31.3995,33.4776,30.815,30.8628,28.6658,29.2909,28.0413,28.0832,27.022,27.5586,20.6586,19.2049,18.0901,19.5322,22.2534,19.5037,22.5818,26.2295,27.1454,24.3109,17.3529,17.9614,18.6732,21.7597,25.0141,20.0145,20.6535,20.4057,14.5211,15.3026,11.8945,18.401,13.2104,18.8869,10.98,15.3695,18.5258,19.4039,18.8454,17.7262,13.6505,17.91,18.0602,18.2601,12.2073,15.61,17.1671,9.0222,15.0887,12.512,14.1029,8.33542,9.14153,12.8766,11.4405
33.5562,25.8012,28.2825,24.6181,32.5647,30.126,33.7498,33.9503,25.2542,25.3717,26.097,23.5981,24.3725,30.2224,25.1639,25.2359,28.3239,27.8976,19.6524,23.0349,23.1902,21.7529,24.437,23.8935,20.2206,20.5878,23.8678,24.4727,17.8513,21.7174,18.0357,18.3001,24.013,17.7622,21.9639,23.7692,15.7532,23.0135,18.0986,23.604,20.0629,24.9884,12.893,13.2114,12.4428,13.4769,17.3588,12.3925,21.6531,16.7526,18.1517,21.2349,16.8587,20.4865,11.7533,15.3275,13.7422,11.9032,11.8889,9.24712
28.8965,34.7054,34.8814,23.6623,34.3288,31.024,26.6568,22.7226,23.7058,21.4891,23.9464,22.2004,30.5163,31.8234,22.2571,28.1295,28.9104,24.4463,28.4826,18.497,22.7429,23.9193,22.9993,28.3719,20.331,19.7069,24.2581,23.8154,17.1252,25.6739,20.0975,19.206,18.2687,19.9317,17.336,20.2016,18.687,24.1268,22.0187,18.3339,20.8036,21.7115,21.3717,16.5595,19.5646,22.425,20.4981,10.9267,10.8012,20.6594,12.3483,15.9844,12.7761,10.5385,18.2235,10.9641,12.5492,9.95019,17.1802,14.6811
26.4975,31.3143,28.5503,31.1094,34.2562,32.8993,32.8097,30.7952,25.1867,21.5465,28.8747,29.5075,29.9048,25.3447,23.9074,26.2808,19.8222,25.9742,30.1459,22.3175,28.001,24.8205,24.497,17.3583,17.1494,25.3483,26.9839,22.5292,23.087,19.3554,23.1594,23.8546,25.043,22.6021,15.1497,17.1482,22.9859,18.8073,22.7072,12.3726,14.0111,13.9414,18.1042,19.8838,11.0562,11.6662,13.3459,12.9071,12.5667,15.593,18.8025,11.0336,18.2495,13.609,7.50362,14.3552,11.5728,13.8364,13.3278,5.21633
27.2785,27.2675,25.767,30.55,26.3835,33.4888,23.1674,22.752,27.1656,22.7127,25.1088,26.7477,29.5044,26.1869,19.6636,19.3808,20.9675,20.063,27.1739,27.0611,27.0354,28.917,25.832,25.6267,21.9361,21.726,18.5811,17.9102,16.3326,23.3351,19.0988,17.129,18.4058,16.1166,17.4014,19.207,16.111,18.7729,15.7,17.0488,14.078,13.2367,14.5454,19.5359,20.2398,10.3568,15.8273,19.9706,15.6576,9.56392,18.9331,9.10485,19.2225,10.8289,16.4595,13.5713,15.978,14.6104,13.9215,14.1991
